TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
1373,3,350468,35,1,11106.3,6389.9,10432.5,5725.2,103.2,64.6,591.2,592.0,11.7,0.0,0.0,13.9,1912.1,236.3,1010.3,49.9,5546.4,3496.1,379.9,0.0,387.6,1065.4,271.6,273.2,614.4,604.2,283.0,0.0,27.0,0.0,103.2,0.0,0.0,64.6,114.9,111.9,384.4,388.3,91.8,91.8,7.1,0.0,4.6,0.0,0.0,8.3,0.0,5.6
1374,3,350469,35,1,1774.7,1487.0,1676.6,1390.1,16.4,10.2,85.5,85.6,1.8,0.0,0.0,2.2,289.5,60.5,159.7,0.0,912.9,522.7,78.3,657.2,80.1,0.0,51.6,51.8,99.4,97.9,1.0,0.0,4.0,0.0,16.4,0.0,0.0,10.2,15.0,14.5,57.2,57.7,13.4,13.4,1.1,0.0,0.7,0.0,0.0,1.3,0.0,0.9
1375,3,350470,35,1,4477.3,5399.7,4213.5,5088.0,26.9,61.5,247.8,248.2,5.3,0.0,0.0,6.2,479.0,247.1,266.6,1534.4,1502.7,995.4,124.0,640.4,126.7,0.0,376.9,379.5,1310.5,1291.1,15.0,0.0,12.0,0.0,26.9,0.0,0.0,61.5,43.1,42.0,159.1,160.7,45.6,45.5,3.0,0.0,2.3,0.0,0.0,3.4,0.0,2.8
1376,3,350471,35,1,10664.5,5053.1,10071.4,4461.7,96.2,60.2,522.9,523.9,10.4,0.0,0.0,12.2,1651.0,189.2,971.9,197.6,5470.5,3115.4,482.5,0.0,492.2,0.0,285.5,287.8,680.8,671.6,6.0,0.0,31.0,0.0,96.2,0.0,0.0,60.2,99.9,97.4,339.3,342.7,83.7,83.8,6.2,0.0,4.1,0.0,0.0,7.2,0.0,5.0
1377,3,350472,35,1,11762.0,5209.7,11089.4,4558.6,107.0,59.0,582.8,584.4,11.3,0.0,0.0,12.8,1930.4,145.9,1115.5,127.1,6046.5,3395.2,477.9,0.0,487.5,0.0,256.8,259.6,636.8,630.7,115.0,0.0,23.0,0.0,107.0,0.0,0.0,59.0,113.4,110.6,378.7,382.9,90.7,90.8,6.9,0.0,4.4,0.0,0.0,7.7,0.0,5.2
1378,4,350473,35,1,6946.6,4890.4,6521.1,4455.1,55.8,50.1,381.8,383.1,7.6,0.0,0.0,8.6,991.1,325.8,588.5,432.3,3276.4,2105.9,284.8,522.7,290.6,0.0,309.8,312.9,761.0,755.5,5.0,0.0,14.0,0.0,55.8,0.0,0.0,50.1,70.5,68.7,246.4,249.3,65.0,65.1,4.4,0.0,3.2,0.0,0.0,5.0,0.0,3.7
1379,4,350474,35,1,6676.3,8424.4,6115.1,7783.1,40.7,88.9,545.9,547.9,11.4,0.0,0.0,12.7,787.5,861.7,439.1,1620.2,2289.6,2382.2,126.7,609.4,129.5,0.0,587.4,594.5,1721.4,1715.1,3.0,0.0,31.0,0.0,40.7,0.0,0.0,88.9,95.0,92.9,348.6,352.6,102.3,102.5,6.4,0.0,5.0,0.0,0.0,6.9,0.0,5.8
1380,4,350475,35,1,3870.4,3335.5,3631.0,3071.0,25.9,37.2,226.0,226.8,4.7,0.0,0.0,5.2,472.7,208.4,272.5,703.5,1547.8,1111.3,137.1,0.0,140.0,0.0,259.5,262.9,786.3,784.8,2.0,0.0,13.0,0.0,25.9,0.0,0.0,37.2,39.7,38.8,145.4,147.1,40.9,40.8,2.7,0.0,2.0,0.0,0.0,2.9,0.0,2.3
1381,4,350476,35,1,1370.0,6292.8,1262.9,6179.7,9.9,13.9,100.1,100.3,2.2,0.0,0.0,2.5,176.1,257.9,101.3,5.4,576.6,567.3,51.3,0.0,52.5,5058.2,120.7,122.5,168.4,168.4,13.0,0.0,3.0,0.0,9.9,0.0,0.0,13.9,16.1,15.9,65.3,65.7,18.7,18.6,1.3,0.0,1.0,0.0,0.0,1.4,0.0,1.1
1382,4,350477,35,1,9999.7,7954.8,9322.5,7230.9,74.3,90.4,623.9,626.5,13.3,0.0,0.0,14.9,1323.9,634.8,758.0,1018.6,4180.0,3179.8,311.0,0.0,317.0,0.0,675.2,685.4,1708.3,1712.4,22.0,0.0,27.0,0.0,74.3,0.0,0.0,90.4,113.0,110.6,400.9,405.7,109.9,110.2,7.7,0.0,5.6,0.0,0.0,8.4,0.0,6.5
1383,4,350478,35,1,9237.3,12926.3,8156.2,11698.8,57.2,143.6,1059.9,1064.4,23.9,0.0,0.0,26.9,1094.5,2602.3,565.7,527.0,3071.2,5506.4,156.4,0.0,159.6,0.0,1132.7,1151.2,1901.1,1911.9,22.0,0.0,53.0,0.0,57.2,0.0,0.0,143.6,179.9,176.6,674.1,681.4,205.9,206.5,13.2,0.0,10.6,0.0,0.0,14.4,0.0,12.4
1384,4,350479,35,1,7552.1,13269.8,7179.3,12642.0,1.7,148.5,472.7,474.9,10.8,0.0,0.0,12.0,33.3,1267.7,17.7,3611.4,198.1,882.2,3.7,0.0,3.8,0.0,1836.9,1867.6,4976.8,5013.0,0.0,0.0,109.0,0.0,1.7,0.0,0.0,148.5,73.7,72.3,297.2,300.7,101.8,101.9,5.7,0.0,5.1,0.0,0.0,6.1,0.0,5.9
1385,4,350480,35,1,4622.6,2867.0,4277.7,2517.8,41.6,29.3,314.1,315.3,6.7,0.0,0.0,7.5,813.3,98.2,414.1,90.7,2231.3,1780.3,111.4,0.0,113.6,0.0,155.9,158.6,386.1,390.1,38.0,0.0,14.0,0.0,41.6,0.0,0.0,29.3,59.9,58.8,204.2,206.4,49.9,50.1,4.0,0.0,2.7,0.0,0.0,4.4,0.0,3.1
1386,4,350481,35,1,5915.9,8141.5,5311.2,7479.0,39.2,76.2,576.4,579.1,13.0,0.0,0.0,14.6,753.2,992.1,397.4,701.4,2106.5,2949.2,106.1,1004.4,108.4,0.0,558.7,569.8,1246.9,1262.0,15.0,0.0,19.0,0.0,39.2,0.0,0.0,76.2,99.9,98.1,367.8,372.3,108.7,108.8,7.3,0.0,5.6,0.0,0.0,8.0,0.0,6.6
1387,4,350482,35,1,12036.3,8453.4,11294.3,7674.6,91.5,90.7,674.3,677.8,15.0,0.0,0.0,17.1,1522.5,762.5,927.5,1112.2,5309.9,3328.0,499.5,0.0,509.3,0.0,676.7,691.1,1754.9,1780.8,61.0,0.0,33.0,0.0,91.5,0.0,0.0,90.7,120.8,118.8,432.4,437.7,121.1,121.3,8.7,0.0,6.3,0.0,0.0,9.6,0.0,7.4
1388,4,350483,35,1,8961.0,3943.8,8385.7,3405.9,83.8,38.4,488.9,491.1,9.9,0.0,0.0,11.1,1552.9,10.1,857.4,0.0,4679.9,2753.7,295.5,0.0,301.3,0.0,177.2,181.2,453.5,460.9,65.0,0.0,3.0,0.0,83.8,0.0,0.0,38.4,96.7,95.1,318.9,322.8,73.3,73.3,6.2,0.0,3.7,0.0,0.0,6.8,0.0,4.3
1389,3,350484,35,1,13138.8,5589.0,12351.4,4843.6,126.5,69.1,664.9,665.8,13.0,0.0,0.0,15.6,2308.9,35.9,1255.6,0.0,6895.9,3963.3,496.9,0.0,506.7,0.0,242.2,243.5,613.3,600.9,21.0,0.0,11.0,0.0,126.5,0.0,0.0,69.1,131.3,127.7,433.4,437.7,100.3,100.4,7.9,0.0,5.1,0.0,0.0,9.3,0.0,6.3
1390,3,350485,35,1,5885.6,2783.4,5534.5,2445.7,52.7,30.8,303.1,303.5,5.9,0.0,0.0,6.6,988.7,118.1,546.1,48.3,3010.9,1763.7,228.3,0.0,233.0,0.0,156.9,158.4,359.5,357.1,5.0,0.0,6.0,0.0,52.7,0.0,0.0,30.8,58.1,56.5,197.2,199.1,47.8,47.8,3.6,0.0,2.3,0.0,0.0,3.9,0.0,2.7
1391,4,350486,35,1,6801.2,3143.3,6427.9,2784.5,57.1,32.1,323.1,324.0,6.0,0.0,0.0,6.7,1116.2,119.8,618.3,210.0,3432.2,1829.1,289.4,0.0,295.0,0.0,168.6,170.5,456.1,455.2,44.0,0.0,8.0,0.0,57.1,0.0,0.0,32.1,62.1,60.7,209.9,212.3,51.1,51.0,3.6,0.0,2.4,0.0,0.0,4.0,0.0,2.7
1392,4,350487,35,1,3020.1,1402.4,2847.3,1234.2,25.5,13.9,152.2,152.8,3.0,0.0,0.0,3.3,492.8,102.4,281.3,18.6,1531.0,883.4,125.1,0.0,127.7,0.0,71.2,72.1,158.3,157.7,55.0,0.0,5.0,0.0,25.5,0.0,0.0,13.9,28.4,28.0,99.5,100.6,24.3,24.3,1.8,0.0,1.2,0.0,0.0,1.9,0.0,1.4
1393,4,350488,35,1,3209.5,1357.6,3033.9,1189.4,28.5,13.7,152.4,152.7,3.0,0.0,0.0,3.3,540.1,33.8,306.1,23.9,1669.5,898.4,135.1,0.0,137.8,0.0,66.7,67.4,165.6,165.8,8.0,0.0,5.0,0.0,28.5,0.0,0.0,13.7,29.1,28.5,99.9,100.8,23.4,23.4,1.8,0.0,1.1,0.0,0.0,2.0,0.0,1.3
1394,3,350489,35,1,4248.2,2871.4,3960.7,2588.4,39.4,23.6,255.8,256.7,5.1,0.0,0.0,5.8,764.2,89.6,402.6,0.0,2138.6,1493.8,118.4,616.0,121.0,0.0,122.1,123.7,264.8,265.2,20.0,0.0,9.0,0.0,39.4,0.0,0.0,23.6,49.2,48.3,167.0,168.7,39.6,39.7,3.2,0.0,2.0,0.0,0.0,3.4,0.0,2.3
1395,4,350490,35,1,5332.2,3006.9,5035.4,2725.9,46.8,22.5,255.7,256.8,5.1,0.0,0.0,5.6,862.5,125.1,492.6,13.3,2753.8,1473.7,236.9,716.5,241.9,0.0,124.2,126.4,269.4,270.8,47.0,0.0,7.0,0.0,46.8,0.0,0.0,22.5,49.3,48.2,166.4,168.5,40.1,40.2,3.1,0.0,2.0,0.0,0.0,3.4,0.0,2.3
1396,4,350491,35,1,3328.8,1444.4,3126.8,1252.7,31.2,14.5,174.2,174.6,3.5,0.0,0.0,4.0,587.9,2.5,332.2,0.0,1743.8,1021.4,112.2,0.0,114.7,0.0,63.4,64.2,163.7,164.6,5.0,0.0,4.0,0.0,31.2,0.0,0.0,14.5,33.7,32.9,114.4,115.5,26.1,26.1,2.2,0.0,1.3,0.0,0.0,2.4,0.0,1.6
1397,4,350492,35,1,3181.1,1665.0,2954.5,1444.6,29.6,15.9,201.1,201.8,3.9,0.0,0.0,4.4,614.7,3.6,333.9,0.0,1593.3,1176.7,63.6,0.0,65.0,0.0,73.2,74.4,188.8,189.9,17.0,0.0,5.0,0.0,29.6,0.0,0.0,15.9,39.1,38.5,131.9,133.1,30.1,30.2,2.4,0.0,1.4,0.0,0.0,2.7,0.0,1.7
1398,4,350493,35,1,1778.5,560.9,1699.8,489.2,16.3,5.5,64.8,64.9,1.4,0.0,0.0,1.6,297.2,2.5,172.5,3.6,954.1,391.6,83.8,0.0,85.6,0.0,24.5,24.8,66.2,66.7,14.0,0.0,2.0,0.0,16.3,0.0,0.0,5.5,11.6,11.4,44.2,44.6,9.0,8.9,0.9,0.0,0.5,0.0,0.0,1.0,0.0,0.6
1399,4,350494,35,1,33036.9,13440.5,31241.2,11762.1,291.1,132.0,1513.2,1519.8,30.4,0.0,0.0,33.5,5166.2,267.4,3018.9,293.3,17206.6,8402.4,1479.2,0.0,1508.6,0.0,800.1,815.4,1960.7,1983.5,69.0,0.0,32.0,0.0,291.1,0.0,0.0,132.0,296.5,291.5,983.5,994.8,233.1,233.5,18.9,0.0,11.5,0.0,0.0,20.1,0.0,13.4
1400,4,350495,35,1,7782.5,6351.9,7155.0,5696.8,62.1,64.9,579.8,582.5,12.2,0.0,0.0,13.5,1266.4,330.6,636.9,740.0,3338.0,3081.1,158.7,0.0,161.7,0.0,392.1,400.5,1128.3,1144.6,52.0,0.0,21.0,0.0,62.1,0.0,0.0,64.9,107.6,105.8,374.2,378.8,97.9,97.9,7.3,0.0,4.9,0.0,0.0,7.7,0.0,5.8
1401,2,350496,35,1,174.7,819.4,115.5,750.5,0.0,10.1,58.1,58.2,1.2,0.0,0.0,1.4,0.0,232.2,0.0,47.5,0.0,356.3,0.0,0.0,0.0,0.0,54.9,55.2,60.5,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,7.3,7.1,38.4,38.7,12.4,12.4,0.6,0.0,0.6,0.0,0.0,0.7,0.0,0.7
1402,2,350497,35,1,8.7,14.0,7.7,12.8,0.1,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.5,9.6,0.7,0.0,4.6,2.9,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.2,0.7,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,2,350498,35,1,407.4,1388.5,312.3,1276.4,0.0,17.3,94.4,94.5,2.0,0.0,0.0,2.3,0.0,346.2,0.0,123.2,1.0,499.3,0.0,0.0,0.0,0.0,117.7,118.6,192.7,189.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.3,13.4,13.0,60.2,60.6,20.8,20.8,1.0,0.0,1.0,0.0,0.0,1.2,0.0,1.1
1404,3,350499,35,1,2864.3,1255.0,2709.2,1105.7,26.3,15.5,131.5,131.5,2.7,0.0,0.0,3.2,458.4,98.0,257.8,9.4,1501.6,801.5,142.5,0.0,145.7,0.0,64.2,64.5,135.0,132.3,1.0,0.0,3.0,0.0,26.3,0.0,0.0,15.5,23.8,23.2,86.7,87.4,21.0,20.9,1.6,0.0,1.1,0.0,0.0,1.9,0.0,1.4
1405,3,350500,35,1,6123.0,3379.3,5781.8,3037.2,57.1,31.8,305.9,306.4,6.0,0.0,0.0,7.0,1083.1,65.7,564.2,28.0,3150.4,1825.9,229.9,665.4,234.8,0.0,135.4,136.2,321.1,316.0,39.0,0.0,24.0,0.0,57.1,0.0,0.0,31.8,59.5,57.9,199.6,201.8,46.8,46.7,3.6,0.0,2.4,0.0,0.0,4.2,0.0,2.8
1406,3,350501,35,1,3357.9,6676.0,3101.4,6411.0,26.9,31.1,232.8,233.3,4.7,0.0,0.0,5.4,525.2,447.9,268.4,10.9,1491.8,1342.1,109.5,0.0,112.0,4030.2,233.2,234.6,350.2,345.3,7.0,0.0,4.0,0.0,26.9,0.0,0.0,31.1,41.3,40.0,150.1,151.8,41.4,41.5,2.7,0.0,2.0,0.0,0.0,3.0,0.0,2.3
1407,3,350502,35,1,6211.3,3008.6,5884.6,2685.8,53.0,34.3,285.1,285.5,5.6,0.0,0.0,6.3,934.0,298.1,559.4,162.7,3189.3,1637.5,292.0,0.0,298.1,0.0,186.5,187.9,405.3,399.6,7.0,0.0,13.0,0.0,53.0,0.0,0.0,34.3,52.6,51.3,184.8,186.4,47.7,47.8,3.3,0.0,2.3,0.0,0.0,3.7,0.0,2.7
1408,3,350503,35,1,5640.3,2404.8,5324.2,2101.1,50.7,26.2,273.6,273.9,5.1,0.0,0.0,5.8,946.6,8.2,542.2,63.8,2889.0,1622.4,207.2,0.0,211.5,0.0,109.5,110.5,299.1,296.2,110.0,0.0,9.0,0.0,50.7,0.0,0.0,26.2,53.4,51.9,178.7,180.4,41.4,41.5,3.1,0.0,2.0,0.0,0.0,3.5,0.0,2.3
1409,3,350504,35,1,6271.7,2511.3,5927.6,2183.5,56.5,25.9,297.4,297.9,5.5,0.0,0.0,6.1,1093.9,10.2,622.8,0.0,3301.0,1791.8,250.0,0.0,255.0,0.0,107.7,108.8,275.2,272.7,11.0,0.0,11.0,0.0,56.5,0.0,0.0,25.9,58.1,56.8,194.5,196.4,44.7,44.7,3.4,0.0,2.1,0.0,0.0,3.7,0.0,2.4
1410,4,350505,35,1,5164.8,2425.3,4905.6,2173.5,40.7,24.7,225.4,225.8,4.2,0.0,0.0,4.7,774.5,90.2,443.3,146.4,2523.7,1255.3,228.0,0.0,232.6,0.0,201.1,203.3,479.3,478.2,16.0,0.0,7.0,0.0,40.7,0.0,0.0,24.7,43.1,42.0,146.8,148.2,35.6,35.6,2.5,0.0,1.7,0.0,0.0,2.7,0.0,1.9
1411,4,350506,35,1,4072.9,1609.6,3852.0,1399.1,35.5,15.7,191.7,192.2,3.6,0.0,0.0,4.0,701.8,2.9,387.1,0.0,2115.6,1146.1,156.0,0.0,159.2,0.0,69.7,70.6,179.6,179.5,76.0,0.0,7.0,0.0,35.5,0.0,0.0,15.7,37.3,36.6,125.6,126.9,28.7,28.7,2.2,0.0,1.4,0.0,0.0,2.4,0.0,1.6
1412,4,350507,35,1,3206.5,2773.0,2944.1,2484.8,24.4,27.3,258.5,259.1,5.2,0.0,0.0,5.7,484.9,489.5,268.7,84.6,1475.1,1401.9,106.2,30.5,108.4,0.0,171.0,173.6,304.6,304.6,3.0,0.0,22.0,0.0,24.4,0.0,0.0,27.3,45.4,44.3,165.9,167.5,47.1,47.2,3.0,0.0,2.2,0.0,0.0,3.2,0.0,2.6
1413,3,350508,35,1,6869.1,3393.1,6491.9,3037.7,61.1,29.4,321.9,322.7,6.2,0.0,0.0,7.0,1143.4,110.2,649.0,60.7,3558.1,1858.0,294.3,477.1,300.1,0.0,158.5,160.5,370.5,371.2,10.0,0.0,8.0,0.0,61.1,0.0,0.0,29.4,62.5,60.9,209.5,211.7,49.9,50.1,3.8,0.0,2.4,0.0,0.0,4.1,0.0,2.8
1414,4,350509,35,1,5819.6,3774.2,5448.6,3411.7,50.5,28.0,330.5,331.6,6.4,0.0,0.0,6.9,1022.0,159.9,542.7,0.0,2946.8,1908.2,191.6,0.0,195.2,815.2,171.7,174.3,352.6,354.2,14.0,0.0,12.0,0.0,50.5,0.0,0.0,28.0,63.7,62.4,214.9,217.4,51.9,51.8,3.9,0.0,2.5,0.0,0.0,4.1,0.0,2.8
1415,3,350510,35,1,7938.8,2954.6,7561.2,2568.6,71.5,32.4,348.9,349.3,6.4,0.0,0.0,7.2,1341.9,7.6,727.4,0.0,4243.6,2114.8,371.7,0.0,379.2,0.0,126.4,127.2,323.9,319.0,2.0,0.0,45.0,0.0,71.5,0.0,0.0,32.4,68.8,66.9,227.8,230.0,52.3,52.4,3.9,0.0,2.5,0.0,0.0,4.4,0.0,2.8
1416,3,350511,35,1,12321.8,4812.1,11709.5,4223.8,103.6,48.5,532.9,534.1,9.5,0.0,0.0,10.5,1976.9,146.1,1118.8,97.8,6453.9,3161.0,605.1,0.0,617.0,0.0,241.3,243.1,580.4,575.8,88.0,0.0,28.0,0.0,103.6,0.0,0.0,48.5,103.7,101.3,346.5,350.0,82.7,82.8,5.8,0.0,3.7,0.0,0.0,6.3,0.0,4.2
1417,3,350512,35,1,5307.3,3191.1,5009.8,2902.5,44.7,27.6,259.1,259.7,4.9,0.0,0.0,5.5,823.6,227.8,478.8,43.5,2723.0,1507.1,252.4,661.4,257.8,0.0,156.4,157.6,308.7,305.2,2.0,0.0,7.0,0.0,44.7,0.0,0.0,27.6,48.5,47.2,168.2,169.8,42.5,42.6,2.9,0.0,2.0,0.0,0.0,3.2,0.0,2.3
1418,3,350513,35,1,7035.0,4981.7,6653.0,4618.3,56.9,31.9,329.6,330.2,6.0,0.0,0.0,6.7,1029.9,247.5,637.6,86.7,3630.5,1932.8,345.1,521.4,352.0,1205.5,204.8,206.7,420.0,417.7,27.0,0.0,6.0,0.0,56.9,0.0,0.0,31.9,62.3,60.8,213.8,216.1,53.5,53.3,3.6,0.0,2.4,0.0,0.0,3.9,0.0,2.8
1419,4,350514,35,1,7720.8,6055.5,7225.4,5542.5,52.8,57.7,450.9,452.7,8.2,0.0,0.0,8.8,1115.7,198.3,626.2,1308.3,3286.4,2284.1,207.0,0.0,210.9,0.0,400.1,405.0,1349.1,1346.8,19.0,0.0,11.0,0.0,52.8,0.0,0.0,57.7,83.9,82.3,291.2,294.4,75.8,76.1,4.9,0.0,3.3,0.0,0.0,5.0,0.0,3.7
1420,4,350515,35,1,7137.1,7299.4,6648.3,6765.5,40.7,71.8,458.1,459.4,8.7,0.0,0.0,9.4,811.0,445.3,462.7,1751.3,2559.9,2145.3,185.7,0.0,189.3,0.0,590.4,597.3,1829.3,1826.3,7.0,0.0,13.0,0.0,40.7,0.0,0.0,71.8,81.3,79.7,293.5,296.5,83.2,83.3,5.0,0.0,3.7,0.0,0.0,5.2,0.0,4.2
1421,4,350516,35,1,1468.7,1379.7,1348.9,1253.4,10.6,13.3,112.6,112.8,2.3,0.0,0.0,2.4,208.1,257.1,120.2,75.9,659.5,658.3,48.1,0.0,49.4,0.0,89.4,90.6,171.2,171.4,0.0,0.0,3.0,0.0,10.6,0.0,0.0,13.3,18.8,18.5,73.3,74.0,20.4,20.4,1.3,0.0,1.0,0.0,0.0,1.4,0.0,1.1
1422,4,350517,35,1,5788.8,2391.6,5464.0,2080.4,49.9,21.8,285.1,285.9,5.3,0.0,0.0,5.7,1028.3,13.2,548.5,0.0,3040.2,1702.9,228.1,0.0,232.4,0.0,102.7,104.1,259.9,260.2,12.0,0.0,12.0,0.0,49.9,0.0,0.0,21.8,56.2,55.0,185.9,187.9,43.0,43.0,3.3,0.0,2.0,0.0,0.0,3.4,0.0,2.2
1423,4,350518,35,1,6822.3,5197.0,6301.4,4672.6,52.7,44.2,474.3,476.4,8.9,0.0,0.0,9.5,1123.0,450.2,588.2,135.5,3185.8,2669.5,181.1,431.3,184.5,0.0,317.9,322.3,661.0,663.7,50.0,0.0,10.0,0.0,52.7,0.0,0.0,44.2,88.7,87.1,306.4,309.9,79.2,79.4,5.3,0.0,3.6,0.0,0.0,5.5,0.0,4.0
1424,1,350519,35,1,279.7,1327.3,161.1,1189.4,0.0,16.6,119.3,119.5,2.5,0.0,0.0,2.9,0.0,1033.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,155.1,156.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.6,17.2,16.7,75.9,76.6,26.2,26.2,1.3,0.0,1.2,0.0,0.0,1.5,0.0,1.4
1425,2,350520,35,1,581.1,2751.1,326.9,2464.7,0.0,30.5,251.8,252.1,4.9,0.0,0.0,5.5,0.0,2102.5,0.0,4.8,2.0,32.9,0.0,0.0,0.0,0.0,318.8,320.6,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.5,38.6,37.2,158.5,160.0,54.7,54.9,2.5,0.0,2.4,0.0,0.0,2.8,0.0,2.7
1426,3,350521,35,1,4448.3,4301.1,4098.1,3925.2,32.8,37.3,336.9,337.0,6.1,0.0,0.0,6.9,658.7,467.8,360.8,113.2,2080.6,2148.4,180.6,607.1,184.6,0.0,221.0,222.6,370.7,366.1,20.0,0.0,21.0,0.0,32.8,0.0,0.0,37.3,59.4,57.5,215.7,217.7,61.8,61.8,3.5,0.0,2.7,0.0,0.0,3.8,0.0,3.1
1427,3,350522,35,1,617.6,3000.9,353.3,2700.1,0.0,34.3,262.6,263.1,5.3,0.0,0.0,6.0,0.0,1911.6,0.0,33.5,3.0,406.6,0.0,0.0,0.0,0.0,299.0,300.9,48.4,47.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.3,40.0,38.8,165.6,167.3,56.9,57.0,2.8,0.0,2.6,0.0,0.0,3.1,0.0,2.9
1428,3,350523,35,1,25.9,128.1,19.4,120.1,0.0,1.5,6.3,6.3,0.2,0.0,0.0,0.2,0.0,28.3,0.0,11.0,0.0,61.5,0.0,0.0,0.0,0.0,7.2,7.2,12.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9,0.8,4.7,4.7,0.8,0.8,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
1429,1,350524,35,1,1.5,20.8,1.3,20.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,1,350525,35,1,24.1,6.6,24.8,6.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,2.0,0.0,15.0,6.1,1.3,0.0,1.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,2,350526,35,1,11.1,6.7,11.0,6.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.0,0.0,6.6,6.1,0.3,0.0,0.4,0.0,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,2,350527,35,1,27.4,136.4,26.7,129.1,0.0,1.6,5.5,5.5,0.2,0.0,0.0,0.2,0.0,75.9,0.0,6.5,5.0,30.2,0.0,0.0,0.0,0.0,9.2,9.1,7.5,7.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.6,0.6,0.6,4.4,4.4,0.5,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
1433,3,350528,35,1,9682.1,4490.0,9130.5,3938.9,78.8,42.4,503.4,504.6,8.5,0.0,0.0,9.3,1650.9,566.3,887.7,4.9,5044.6,2722.7,413.7,0.0,422.0,0.0,242.2,243.6,407.4,401.4,28.0,0.0,34.0,0.0,78.8,0.0,0.0,42.4,96.5,94.4,326.7,329.8,80.2,80.3,5.1,0.0,3.3,0.0,0.0,5.6,0.0,3.7
1434,2,350529,35,1,6620.6,2667.1,6266.5,2336.1,53.0,23.6,304.6,304.5,4.6,0.0,0.0,5.1,1186.1,36.7,608.9,0.0,3492.8,1912.9,289.7,0.0,295.1,0.0,109.4,110.1,280.5,276.5,0.0,0.0,4.0,0.0,53.0,0.0,0.0,23.6,60.1,58.3,198.9,200.5,45.6,45.7,2.9,0.0,1.8,0.0,0.0,3.1,0.0,2.0
1435,3,350530,35,1,1304.3,465.7,1244.7,411.1,10.9,4.6,49.0,49.1,0.9,0.0,0.0,0.9,213.1,12.0,119.4,0.0,706.7,334.4,69.1,0.0,70.7,0.0,17.7,17.7,48.0,47.2,0.0,0.0,0.0,0.0,10.9,0.0,0.0,4.6,8.3,8.2,34.3,34.5,6.4,6.4,0.5,0.0,0.3,0.0,0.0,0.6,0.0,0.4
1436,3,350531,35,1,8686.6,4168.7,8259.2,3761.4,69.6,31.3,372.1,372.5,6.1,0.0,0.0,6.7,1445.5,128.8,779.9,0.0,4546.0,2317.4,439.7,783.7,448.4,0.0,168.4,169.2,368.3,362.3,47.0,0.0,16.0,0.0,69.6,0.0,0.0,31.3,72.4,70.5,242.2,244.3,57.6,57.7,3.7,0.0,2.4,0.0,0.0,4.1,0.0,2.6
