TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
1437,3,350532,35,1,4571.2,7422.4,4272.5,7053.6,11.9,73.0,295.5,295.9,5.3,0.0,0.0,5.8,254.5,484.3,134.5,2649.2,780.7,990.4,62.1,0.0,63.7,0.0,716.9,719.9,2249.0,2209.8,2.0,0.0,9.0,0.0,11.9,0.0,0.0,73.0,47.7,46.4,188.0,189.6,59.9,59.9,2.9,0.0,2.4,0.0,0.0,3.1,0.0,2.7
1438,3,350533,35,1,9720.1,3334.7,9269.6,2921.4,73.0,26.7,383.3,383.2,5.7,0.0,0.0,6.1,1545.7,7.5,888.3,0.0,5255.1,2426.9,525.1,0.0,535.3,0.0,138.2,138.9,354.0,348.1,21.0,0.0,7.0,0.0,73.0,0.0,0.0,26.7,75.8,73.5,250.1,252.0,57.5,57.6,3.6,0.0,2.1,0.0,0.0,3.8,0.0,2.3
1439,3,350534,35,1,969.6,4777.3,526.4,4258.0,0.0,59.1,446.7,449.5,11.9,0.0,0.0,14.4,0.0,2536.8,0.0,37.8,14.0,1173.0,0.0,0.0,0.0,0.0,391.2,401.2,107.1,109.3,0.0,0.0,14.0,0.0,0.0,0.0,0.0,59.1,69.0,67.8,280.8,284.6,96.9,97.1,6.3,0.0,5.6,0.0,0.0,7.5,0.0,6.9
1440,3,350535,35,1,1266.8,4024.4,1008.8,3699.1,0.0,52.0,267.9,269.7,7.2,0.0,0.0,8.7,0.0,1356.5,0.0,581.3,16.0,760.7,0.0,0.0,0.0,0.0,362.2,371.7,614.6,628.9,0.0,0.0,16.0,0.0,0.0,0.0,0.0,52.0,40.6,40.1,169.0,171.2,58.3,58.3,3.8,0.0,3.4,0.0,0.0,4.5,0.0,4.1
1441,4,350536,35,1,210.1,892.7,141.3,810.5,0.0,10.9,70.0,70.4,1.9,0.0,0.0,2.3,0.0,326.2,0.0,45.2,3.0,300.4,0.0,0.0,0.0,0.0,68.7,70.4,66.7,68.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.9,9.7,9.7,45.2,45.7,15.1,15.0,1.0,0.0,0.9,0.0,0.0,1.2,0.0,1.1
1442,4,350537,35,1,483.3,1208.6,422.5,1125.3,0.0,16.2,66.3,66.9,1.9,0.0,0.0,2.3,0.0,227.3,0.0,189.2,7.0,287.7,0.0,0.0,0.0,0.0,124.6,128.2,284.0,292.8,0.0,0.0,7.0,0.0,0.0,0.0,0.0,16.2,9.0,9.0,43.1,43.6,14.2,14.2,1.0,0.0,0.9,0.0,0.0,1.2,0.0,1.2
1443,4,350538,35,1,935.6,2323.4,819.5,2164.4,0.0,31.8,125.3,126.5,3.5,0.0,0.0,4.3,0.0,332.1,0.0,522.2,12.0,489.6,0.0,0.0,0.0,0.0,204.2,210.1,591.3,610.4,0.0,0.0,12.0,0.0,0.0,0.0,0.0,31.8,18.1,18.1,80.0,81.2,27.2,27.2,1.9,0.0,1.6,0.0,0.0,2.2,0.0,2.1
1444,4,350539,35,1,1263.6,1627.3,1121.2,1464.4,9.5,21.1,138.9,140.1,3.6,0.0,0.0,4.5,155.7,273.3,79.0,127.1,424.9,655.5,19.1,0.0,19.6,0.0,127.6,131.3,268.4,277.1,19.0,0.0,8.0,0.0,9.5,0.0,0.0,21.1,22.6,22.6,89.7,90.9,26.6,26.6,2.0,0.0,1.6,0.0,0.0,2.6,0.0,2.0
1445,4,350540,35,1,5069.8,6335.9,4500.3,5701.4,38.2,83.6,534.2,538.9,14.0,0.0,0.0,17.3,621.5,912.3,315.3,664.0,1667.0,2356.0,75.6,0.0,77.3,0.0,507.9,523.6,1204.7,1245.4,19.0,0.0,12.0,0.0,38.2,0.0,0.0,83.6,91.8,90.7,341.1,346.6,101.4,101.6,8.0,0.0,6.0,0.0,0.0,9.8,0.0,7.5
1446,4,350541,35,1,2834.3,2951.7,2594.4,2687.0,21.8,38.7,221.5,223.3,5.7,0.0,0.0,7.0,363.6,467.2,186.6,243.5,933.9,939.2,37.9,0.0,39.0,0.0,316.3,326.5,687.0,710.7,24.0,0.0,6.0,0.0,21.8,0.0,0.0,38.7,39.0,38.6,143.1,145.1,39.4,39.5,3.4,0.0,2.3,0.0,0.0,4.1,0.0,2.9
1447,4,350542,35,1,662.4,919.5,586.2,836.8,6.1,10.3,70.8,71.5,1.9,0.0,0.0,2.3,102.7,156.4,51.4,36.5,260.8,366.3,11.2,100.8,11.5,30.9,51.0,52.3,90.6,93.6,5.0,0.0,2.0,0.0,6.1,0.0,0.0,10.3,11.2,11.3,47.1,47.7,12.5,12.4,1.1,0.0,0.8,0.0,0.0,1.3,0.0,1.0
1448,4,350543,35,1,473.9,1706.1,336.2,1542.4,0.0,21.0,139.1,140.2,3.8,0.0,0.0,4.4,0.0,873.1,0.0,119.6,5.0,214.1,0.0,0.0,0.0,0.0,164.5,169.2,161.7,166.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,20.4,20.3,88.6,89.6,30.1,30.3,2.0,0.0,1.8,0.0,0.0,2.4,0.0,2.1
1449,4,350544,35,1,462.5,2249.9,227.4,1983.1,0.0,27.1,233.3,234.7,6.2,0.0,0.0,7.5,0.0,635.0,0.0,70.9,4.0,1051.5,0.0,0.0,0.0,0.0,93.3,95.9,126.1,129.9,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.1,35.2,34.8,147.6,149.3,50.5,50.5,3.3,0.0,3.0,0.0,0.0,3.9,0.0,3.6
1450,4,350545,35,1,352.4,1478.4,237.3,1342.0,0.0,18.5,115.2,116.0,3.1,0.0,0.0,3.8,0.0,682.3,0.0,86.3,3.0,336.0,0.0,0.0,0.0,0.0,128.7,132.1,102.5,105.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.5,16.7,16.7,73.5,74.3,25.0,25.1,1.7,0.0,1.5,0.0,0.0,2.0,0.0,1.8
1451,4,350546,35,1,2713.6,6478.4,2375.1,6046.1,0.0,86.1,338.3,340.7,9.0,0.0,0.0,10.9,0.0,834.1,0.0,1667.5,7.0,1109.9,0.0,0.0,0.0,0.0,576.7,593.4,1784.4,1841.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,86.1,51.6,51.2,213.3,216.0,73.4,73.6,4.8,0.0,4.2,0.0,0.0,5.7,0.0,5.2
1452,4,350547,35,1,747.2,2189.2,574.5,1987.4,2.2,27.8,170.5,171.6,4.7,0.0,0.0,5.5,36.0,533.5,18.3,216.0,101.3,820.0,4.4,0.0,4.6,0.0,148.9,153.0,257.1,264.9,0.0,0.0,4.0,0.0,2.2,0.0,0.0,27.8,25.8,25.6,108.5,109.7,36.2,36.3,2.5,0.0,2.1,0.0,0.0,3.0,0.0,2.6
1453,4,350548,35,1,351.0,1443.0,244.0,1316.4,0.2,18.1,106.1,107.1,2.9,0.0,0.0,3.5,2.4,455.5,1.8,111.0,9.3,515.0,0.2,0.0,0.3,0.0,97.2,99.9,131.0,134.9,0.0,0.0,2.0,0.0,0.2,0.0,0.0,18.1,15.2,15.2,67.9,68.7,23.0,23.1,1.5,0.0,1.4,0.0,0.0,1.8,0.0,1.7
1454,4,350549,35,1,1871.2,2022.8,1662.2,1796.6,17.0,25.3,196.2,197.6,5.1,0.0,0.0,6.1,281.7,334.0,142.6,97.7,761.0,956.8,34.9,0.0,35.9,0.0,134.1,138.1,261.8,270.0,3.0,0.0,7.0,0.0,17.0,0.0,0.0,25.3,33.6,33.3,126.3,128.0,36.2,36.3,2.9,0.0,2.2,0.0,0.0,3.5,0.0,2.6
1455,4,350550,35,1,2817.3,4108.3,2504.2,3744.7,17.9,55.8,300.1,302.7,8.1,0.0,0.0,10.0,287.6,539.6,145.9,705.5,783.9,1262.1,36.9,0.0,38.0,0.0,314.3,324.0,883.7,913.5,4.0,0.0,10.0,0.0,17.9,0.0,0.0,55.8,49.9,49.6,191.8,194.6,58.4,58.5,4.6,0.0,3.5,0.0,0.0,5.6,0.0,4.4
1456,4,350551,35,1,536.6,2208.8,443.3,2092.7,0.0,20.5,94.9,95.8,2.8,0.0,0.0,3.4,0.0,409.6,0.0,109.3,4.0,440.1,0.0,553.9,0.0,131.6,170.5,175.3,264.8,273.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.5,13.6,13.7,60.9,61.7,20.3,20.4,1.5,0.0,1.3,0.0,0.0,1.9,0.0,1.6
1457,4,350552,35,1,4556.7,5551.8,4064.9,5002.7,35.1,72.8,462.9,466.7,12.3,0.0,0.0,15.3,547.9,925.2,299.0,474.2,1559.2,2144.0,93.2,0.0,95.2,0.0,447.7,461.0,967.8,998.2,41.0,0.0,14.0,0.0,35.1,0.0,0.0,72.8,78.4,77.4,295.1,299.7,89.4,89.6,7.0,0.0,5.3,0.0,0.0,8.7,0.0,6.6
1458,4,350553,35,1,5174.7,3976.5,4762.1,3544.9,51.2,52.6,368.5,371.6,9.3,0.0,0.0,11.4,845.9,130.0,436.7,524.0,2173.2,1769.4,88.0,0.0,89.8,0.0,261.6,269.4,824.9,852.1,30.0,0.0,12.0,0.0,51.2,0.0,0.0,52.6,69.5,68.7,239.1,242.8,59.9,60.1,5.7,0.0,3.6,0.0,0.0,7.0,0.0,4.5
1459,4,350554,35,1,4718.1,2505.6,4401.2,2189.6,50.9,31.1,276.9,279.3,6.8,0.0,0.0,8.2,856.1,213.1,428.9,51.6,2294.9,1446.6,143.1,0.0,145.8,0.0,145.2,149.5,319.2,328.8,54.0,0.0,14.0,0.0,50.9,0.0,0.0,31.1,52.0,51.5,180.1,183.0,44.7,44.8,4.2,0.0,2.6,0.0,0.0,5.0,0.0,3.2
1460,4,350555,35,1,3408.3,1778.3,3147.2,1522.2,38.1,21.7,227.0,228.9,5.3,0.0,0.0,6.6,658.0,3.7,326.8,0.0,1670.6,1214.2,72.5,0.0,74.2,0.0,82.7,85.2,212.4,219.1,43.0,0.0,7.0,0.0,38.1,0.0,0.0,21.7,44.2,43.9,148.9,151.0,33.9,34.0,3.4,0.0,1.9,0.0,0.0,4.2,0.0,2.4
1461,4,350556,35,1,431.4,1429.2,332.2,1304.6,0.0,17.2,105.9,106.5,2.7,0.0,0.0,3.2,0.0,475.0,0.0,176.7,9.0,330.4,0.0,0.0,0.0,0.0,111.1,114.0,203.1,208.6,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17.2,15.2,15.2,67.7,68.3,23.0,23.0,1.4,0.0,1.3,0.0,0.0,1.7,0.0,1.6
1462,4,350557,35,1,935.5,3072.8,720.5,2810.7,0.0,38.2,219.4,221.0,5.8,0.0,0.0,6.9,0.0,769.6,0.0,341.1,9.0,977.7,0.0,0.0,0.0,0.0,247.0,254.0,455.6,468.3,0.0,0.0,9.0,0.0,0.0,0.0,0.0,38.2,33.1,32.7,138.8,140.5,47.6,47.8,3.1,0.0,2.7,0.0,0.0,3.7,0.0,3.3
1463,4,350558,35,1,536.0,1555.6,467.1,1429.4,0.0,19.8,104.6,105.4,2.8,0.0,0.0,3.4,0.0,385.0,0.0,259.3,38.0,383.6,0.0,0.0,0.0,0.0,120.0,123.1,271.1,278.5,0.0,0.0,38.0,0.0,0.0,0.0,0.0,19.8,15.0,15.0,67.1,67.7,22.5,22.7,1.5,0.0,1.3,0.0,0.0,1.8,0.0,1.6
1464,4,350559,35,1,2099.6,2458.5,1846.5,2189.9,19.4,30.2,232.6,234.4,5.9,0.0,0.0,7.1,323.8,534.7,164.8,146.2,868.2,1093.7,39.7,0.0,40.8,0.0,149.5,153.4,254.5,261.8,3.0,0.0,2.0,0.0,19.4,0.0,0.0,30.2,40.0,39.8,149.8,151.6,42.9,43.0,3.4,0.0,2.4,0.0,0.0,4.1,0.0,3.0
1465,4,350560,35,1,1875.9,3276.8,1589.8,2952.9,11.0,41.5,275.4,277.7,7.2,0.0,0.0,8.8,182.3,718.4,92.7,373.0,494.9,1072.2,22.8,0.0,23.6,0.0,236.0,242.7,530.6,546.4,2.0,0.0,5.0,0.0,11.0,0.0,0.0,41.5,44.5,44.0,175.3,177.9,55.7,55.8,4.1,0.0,3.2,0.0,0.0,4.9,0.0,3.9
1466,4,350561,35,1,2001.5,4142.9,1691.7,3778.6,8.5,54.1,302.8,304.9,8.1,0.0,0.0,10.0,137.6,712.7,70.2,502.6,377.8,1476.4,17.4,0.0,17.9,0.0,323.5,333.0,731.3,753.9,9.0,0.0,7.0,0.0,8.5,0.0,0.0,54.1,48.1,47.5,192.2,194.8,62.5,62.6,4.5,0.0,3.7,0.0,0.0,5.4,0.0,4.6
1467,4,350562,35,1,5780.8,4609.9,5287.0,4101.3,56.8,58.1,438.5,442.2,10.7,0.0,0.0,13.3,925.1,392.6,493.2,398.2,2524.6,2173.7,114.2,0.0,116.5,0.0,311.5,320.5,792.1,816.2,2.0,0.0,8.0,0.0,56.8,0.0,0.0,58.1,81.4,80.2,283.4,287.8,73.8,74.1,6.5,0.0,4.2,0.0,0.0,7.9,0.0,5.3
1468,4,350563,35,1,5313.9,2249.8,4984.4,1928.7,60.1,27.4,284.8,287.1,6.8,0.0,0.0,8.3,919.6,12.8,527.2,0.0,2781.5,1537.7,171.7,0.0,175.0,0.0,103.3,106.4,264.0,271.8,23.0,0.0,19.0,0.0,60.1,0.0,0.0,27.4,55.6,55.0,186.5,189.2,42.6,42.8,4.3,0.0,2.5,0.0,0.0,5.3,0.0,3.1
1469,4,350564,35,1,3161.6,5820.7,2625.3,5227.5,22.4,63.2,516.6,519.4,12.4,0.0,0.0,14.3,418.7,1689.3,212.6,116.4,1132.0,2670.0,52.4,0.0,53.6,0.0,367.9,376.4,368.1,375.4,9.0,0.0,11.0,0.0,22.4,0.0,0.0,63.2,86.3,85.0,328.0,332.2,102.3,102.3,6.9,0.0,5.5,0.0,0.0,7.8,0.0,6.5
1470,4,350565,35,1,381.2,1300.7,286.2,1189.8,0.0,14.0,96.0,96.5,2.4,0.0,0.0,2.8,0.0,400.9,0.0,55.5,3.0,447.7,0.0,0.0,0.0,0.0,122.9,125.6,157.3,159.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,13.8,13.7,61.4,62.0,20.8,20.8,1.3,0.0,1.1,0.0,0.0,1.4,0.0,1.4
1471,4,350566,35,1,1537.4,3824.2,1328.1,3564.1,0.5,47.4,208.8,210.0,5.5,0.0,0.0,6.5,7.3,840.6,3.8,622.9,24.8,780.1,0.8,0.0,0.9,0.0,416.7,427.6,869.7,892.9,0.0,0.0,4.0,0.0,0.5,0.0,0.0,47.4,31.4,31.1,132.1,133.6,45.3,45.3,3.0,0.0,2.5,0.0,0.0,3.4,0.0,3.1
1472,4,350567,35,1,1096.3,2226.8,897.5,2001.1,6.5,26.4,194.9,196.1,5.0,0.0,0.0,5.9,114.2,545.4,57.2,141.1,297.4,917.3,13.0,0.0,13.4,0.0,147.1,150.8,240.3,246.5,9.0,0.0,6.0,0.0,6.5,0.0,0.0,26.4,30.8,30.5,124.3,125.8,39.8,39.8,2.8,0.0,2.2,0.0,0.0,3.2,0.0,2.7
1473,4,350568,35,1,1071.0,1871.6,914.9,1694.6,6.5,22.8,151.2,152.2,4.0,0.0,0.0,4.5,115.7,337.1,57.6,185.8,299.4,757.5,12.9,0.0,13.3,0.0,129.4,132.5,274.7,281.7,8.0,0.0,4.0,0.0,6.5,0.0,0.0,22.8,24.1,23.9,96.9,98.1,30.2,30.3,2.2,0.0,1.8,0.0,0.0,2.5,0.0,2.0
1474,4,350569,35,1,2852.9,5285.5,2434.5,4798.5,13.8,64.5,411.6,414.9,10.5,0.0,0.0,12.4,233.9,1082.8,123.6,624.3,653.3,1702.3,29.1,0.0,29.8,0.0,415.7,427.5,935.1,961.6,0.0,0.0,14.0,0.0,13.8,0.0,0.0,64.5,66.7,66.1,260.7,264.7,84.2,84.2,5.7,0.0,4.7,0.0,0.0,6.7,0.0,5.7
1475,4,350570,35,1,1533.1,3463.1,1310.4,3192.3,3.1,43.9,222.6,224.1,5.8,0.0,0.0,7.1,49.3,628.0,26.2,431.9,145.1,1031.9,6.5,0.0,6.7,0.0,336.7,346.2,732.8,754.2,0.0,0.0,7.0,0.0,3.1,0.0,0.0,43.9,34.3,33.9,141.1,143.0,47.1,47.2,3.2,0.0,2.7,0.0,0.0,3.8,0.0,3.3
1476,4,350571,35,1,6616.2,6902.8,6129.5,6381.8,52.3,72.3,438.8,442.3,10.7,0.0,0.0,12.8,815.2,571.4,464.7,706.0,2531.8,2036.6,175.5,0.0,178.8,1069.1,566.0,582.3,1375.7,1416.3,12.0,0.0,10.0,0.0,52.3,0.0,0.0,72.3,78.0,77.2,281.6,285.7,79.2,79.5,6.3,0.0,4.4,0.0,0.0,7.4,0.0,5.4
1477,4,350572,35,1,3726.8,2781.5,3406.7,2452.5,37.2,33.5,288.1,290.4,6.9,0.0,0.0,8.4,627.0,189.9,333.7,165.7,1701.7,1523.1,77.6,0.0,79.4,0.0,160.0,164.1,398.3,409.7,20.0,0.0,9.0,0.0,37.2,0.0,0.0,33.5,53.2,52.4,186.6,189.6,48.2,48.4,4.2,0.0,2.7,0.0,0.0,5.0,0.0,3.4
1478,3,350573,35,1,5017.9,3253.0,4623.7,2857.4,53.9,41.9,342.9,346.2,8.6,0.0,0.0,10.7,858.8,145.9,447.2,205.8,2341.1,1799.5,116.6,0.0,119.3,0.0,187.7,192.9,498.0,513.2,47.0,0.0,8.0,0.0,53.9,0.0,0.0,41.9,64.2,63.7,222.7,226.3,56.0,56.2,5.3,0.0,3.4,0.0,0.0,6.5,0.0,4.1
1479,4,350574,35,1,6577.1,18680.6,5243.8,17124.5,3.9,202.0,1316.7,1324.5,31.5,0.0,0.0,36.2,70.4,5203.4,37.3,896.0,219.4,6043.0,12.2,0.0,12.6,0.0,1980.4,2026.9,2897.4,2955.1,0.0,0.0,14.0,0.0,3.9,0.0,0.0,202.0,205.4,202.4,827.0,836.8,284.4,285.3,16.8,0.0,14.7,0.0,0.0,18.7,0.0,17.5
1480,4,350575,35,1,970.3,4688.6,565.2,4218.3,0.0,52.0,408.2,410.8,10.2,0.0,0.0,11.8,0.0,2429.4,0.0,141.7,12.0,1093.1,0.0,0.0,0.0,0.0,399.7,409.5,141.4,144.6,0.0,0.0,12.0,0.0,0.0,0.0,0.0,52.0,63.0,62.0,256.5,259.9,88.7,88.8,5.4,0.0,4.8,0.0,0.0,6.1,0.0,5.7
1481,4,350576,35,1,1303.5,3712.4,1051.6,3410.7,1.2,44.7,251.4,253.3,6.6,0.0,0.0,7.6,21.2,1088.6,10.6,575.8,60.3,772.8,2.1,0.0,2.3,0.0,324.2,332.8,624.7,640.7,0.0,0.0,6.0,0.0,1.2,0.0,0.0,44.7,38.4,38.1,159.1,161.2,53.9,54.0,3.5,0.0,3.1,0.0,0.0,4.0,0.0,3.6
1482,4,350577,35,1,1419.9,2293.2,1266.7,2115.4,7.1,28.4,147.4,148.7,3.7,0.0,0.0,4.4,128.5,259.0,64.0,538.9,330.2,590.8,14.2,0.0,14.7,0.0,163.1,167.4,544.8,559.3,4.0,0.0,3.0,0.0,7.1,0.0,0.0,28.4,23.7,23.5,94.7,96.0,29.0,29.2,2.0,0.0,1.7,0.0,0.0,2.4,0.0,2.0
1483,4,350578,35,1,2040.3,3986.5,1788.0,3685.4,6.4,48.3,248.2,249.8,6.2,0.0,0.0,7.5,109.6,898.4,58.1,436.9,304.6,1033.9,13.2,0.0,13.7,0.0,419.3,431.1,861.5,885.0,2.0,0.0,6.0,0.0,6.4,0.0,0.0,48.3,39.3,38.9,157.6,159.6,51.3,51.4,3.4,0.0,2.8,0.0,0.0,4.0,0.0,3.5
1484,4,350579,35,1,2880.0,6411.0,2556.4,5989.7,0.2,80.4,333.6,336.1,8.6,0.0,0.0,10.3,2.3,818.3,1.7,1181.8,24.2,1406.9,0.2,0.0,0.2,0.0,717.6,738.0,1793.2,1844.6,0.0,0.0,17.0,0.0,0.2,0.0,0.0,80.4,51.1,50.5,210.2,213.1,72.4,72.5,4.6,0.0,4.0,0.0,0.0,5.4,0.0,4.9
1485,4,350580,35,1,8092.7,5966.6,7472.2,5323.5,73.4,70.2,558.1,562.6,12.9,0.0,0.0,15.4,1243.8,362.4,639.0,440.4,3558.0,2880.5,196.8,0.0,200.7,0.0,463.1,476.2,1131.7,1163.9,20.0,0.0,19.0,0.0,73.4,0.0,0.0,70.2,104.2,102.8,360.4,365.8,93.6,94.0,7.8,0.0,5.1,0.0,0.0,9.1,0.0,6.2
1486,4,350581,35,1,6880.3,3884.9,6365.0,3375.3,72.5,44.7,452.0,456.1,10.3,0.0,0.0,12.2,1253.3,172.5,659.0,68.4,3386.7,2391.7,157.8,0.0,161.0,0.0,214.9,221.1,507.4,521.6,9.0,0.0,16.0,0.0,72.5,0.0,0.0,44.7,87.7,86.8,294.1,298.8,70.2,70.5,6.5,0.0,3.9,0.0,0.0,7.5,0.0,4.6
1487,4,350582,35,1,3340.9,1970.3,3083.0,1714.0,35.6,23.0,226.8,228.7,5.2,0.0,0.0,6.4,646.9,121.8,302.2,16.2,1624.6,1233.9,79.9,0.0,81.7,0.0,102.8,105.8,230.0,236.3,8.0,0.0,7.0,0.0,35.6,0.0,0.0,23.0,42.8,42.6,148.2,150.2,35.8,35.9,3.3,0.0,1.9,0.0,0.0,3.9,0.0,2.5
1488,4,350583,35,1,10527.1,5053.2,9812.8,4371.3,100.5,50.3,616.9,619.9,12.9,0.0,0.0,14.7,1881.6,73.5,986.9,0.0,5393.2,3447.5,308.9,0.0,314.8,0.0,244.2,249.9,589.2,600.5,83.0,0.0,11.0,0.0,100.5,0.0,0.0,50.3,121.4,119.4,401.9,406.8,93.5,93.6,8.1,0.0,4.8,0.0,0.0,9.0,0.0,5.7
1489,4,350584,35,1,3252.3,2430.7,2974.7,2150.0,29.8,25.9,250.1,251.5,5.6,0.0,0.0,6.5,532.9,306.0,299.8,147.6,1515.7,1251.1,75.6,0.0,77.1,0.0,134.2,137.2,301.5,308.0,33.0,0.0,5.0,0.0,29.8,0.0,0.0,25.9,45.8,44.8,161.9,164.1,42.4,42.6,3.3,0.0,2.3,0.0,0.0,3.8,0.0,2.7
1490,4,350585,35,1,7.6,54.6,5.5,51.8,0.0,0.6,1.9,1.9,0.2,0.0,0.0,0.2,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,1.5,1.5,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
1491,4,350586,35,1,1412.9,4036.8,1138.7,3713.3,0.5,46.2,272.3,274.2,6.8,0.0,0.0,7.8,7.3,1082.8,3.9,486.5,25.0,1019.5,0.8,0.0,0.9,0.0,383.5,393.5,713.3,731.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,46.2,41.5,40.9,171.8,174.3,58.9,59.0,3.6,0.0,3.2,0.0,0.0,4.1,0.0,3.8
1492,4,350587,35,1,4285.1,2987.5,3915.1,2617.4,41.3,32.4,329.7,332.0,7.3,0.0,0.0,8.5,782.1,198.7,386.6,90.4,1982.2,1784.5,86.6,0.0,88.4,0.0,159.4,163.6,370.8,380.2,54.0,0.0,5.0,0.0,41.3,0.0,0.0,32.4,62.0,61.4,214.4,217.1,53.3,53.5,4.5,0.0,2.8,0.0,0.0,5.1,0.0,3.4
1493,4,350588,35,1,3518.4,4839.7,3009.6,4294.5,26.9,53.5,479.2,482.9,11.5,0.0,0.0,13.4,477.2,1697.0,252.0,154.8,1323.4,1617.7,64.0,0.0,65.4,0.0,371.2,381.2,432.4,443.9,19.0,0.0,5.0,0.0,26.9,0.0,0.0,53.5,81.1,80.1,304.9,309.4,93.2,93.4,6.5,0.0,5.0,0.0,0.0,7.4,0.0,6.0
1494,4,350589,35,1,2028.5,5431.1,1713.3,5040.4,0.2,65.0,319.6,321.8,8.0,0.0,0.0,9.5,2.3,1082.1,1.7,768.6,18.0,1463.2,0.2,0.0,0.3,0.0,520.1,534.8,1159.6,1191.7,0.0,0.0,11.0,0.0,0.2,0.0,0.0,65.0,48.9,48.2,201.3,204.1,69.4,69.5,4.3,0.0,3.7,0.0,0.0,5.0,0.0,4.5
1495,4,350590,35,1,5252.4,6288.6,4738.1,5721.3,36.4,73.7,482.4,486.2,11.3,0.0,0.0,13.3,670.9,647.5,336.5,959.3,1738.3,2273.4,76.9,0.0,78.6,0.0,479.0,491.9,1312.9,1349.1,34.0,0.0,11.0,0.0,36.4,0.0,0.0,73.7,84.7,83.8,308.9,313.4,88.7,89.1,6.5,0.0,4.7,0.0,0.0,7.5,0.0,5.8
1496,4,350591,35,1,3716.9,4956.2,3375.8,4606.7,34.0,34.8,309.5,311.5,7.0,0.0,0.0,8.4,604.8,497.9,315.9,53.8,1644.8,1573.5,80.0,1520.6,82.0,342.4,218.2,224.3,384.1,394.3,40.0,0.0,6.0,0.0,34.0,0.0,0.0,34.8,55.9,55.0,199.7,202.5,54.0,54.0,4.2,0.0,2.8,0.0,0.0,5.0,0.0,3.4
1497,4,350592,35,1,2912.6,4058.6,2581.2,3704.6,24.9,38.1,309.4,311.5,7.2,0.0,0.0,8.8,464.9,994.1,215.4,30.6,1172.3,1341.9,59.0,25.9,60.3,697.4,238.8,245.4,359.4,369.3,4.0,0.0,7.0,0.0,24.9,0.0,0.0,38.1,53.5,52.8,198.3,201.0,57.6,57.7,4.2,0.0,3.0,0.0,0.0,5.1,0.0,3.7
1498,3,350593,35,1,1921.5,1005.7,1783.0,870.1,22.2,13.2,118.2,119.2,2.9,0.0,0.0,3.9,352.1,3.1,183.5,35.2,937.1,632.0,41.9,0.0,43.0,0.0,50.4,51.8,144.0,148.0,28.0,0.0,3.0,0.0,22.2,0.0,0.0,13.2,22.2,22.2,78.4,79.4,17.6,17.6,1.9,0.0,1.1,0.0,0.0,2.4,0.0,1.5
1499,3,350594,35,1,4163.6,2328.7,3874.1,2046.6,44.6,26.7,248.1,250.3,5.8,0.0,0.0,7.6,732.6,163.9,386.0,15.7,2035.4,1253.3,122.6,169.7,125.5,0.0,140.5,144.2,292.6,299.8,33.0,0.0,6.0,0.0,44.6,0.0,0.0,26.7,46.8,46.4,161.8,164.3,39.5,39.6,3.6,0.0,2.2,0.0,0.0,4.7,0.0,2.8
1500,3,350595,35,1,3406.8,1317.5,3203.7,1127.4,38.1,16.8,167.3,168.7,4.1,0.0,0.0,5.5,610.2,2.5,316.7,0.0,1685.6,901.3,106.7,0.0,109.3,0.0,60.8,62.5,157.5,161.0,153.0,0.0,4.0,0.0,38.1,0.0,0.0,16.8,32.1,31.9,110.2,111.7,25.0,25.1,2.6,0.0,1.5,0.0,0.0,3.5,0.0,2.0
1501,3,350596,35,1,4545.7,3279.7,4185.8,2910.7,50.2,37.0,322.1,324.8,8.1,0.0,0.0,10.8,833.6,243.6,412.2,7.2,2155.2,1719.6,108.3,431.3,110.9,0.0,172.0,176.4,325.6,332.5,51.0,0.0,17.0,0.0,50.2,0.0,0.0,37.0,59.9,59.4,208.8,211.9,53.4,53.4,5.0,0.0,3.1,0.0,0.0,6.6,0.0,4.2
