"SITE","DATE_ONLY","HOUR","LENGTH_BIN","LENGTH_DEF","COUNT"
"-0615",10/27/2023,6,4,"L30-50",74
"-0615",10/27/2023,6,5,"L50-79",106
"-0615",10/27/2023,6,6,"L79-120",94
"-0615",10/27/2023,7,1,"L0-8",11
"-0615",10/27/2023,7,2,"L8-20",3059
"-0615",10/27/2023,7,3,"L20-30",536
"-0615",10/27/2023,7,4,"L30-50",137
"-0615",10/27/2023,7,5,"L50-79",151
"-0615",10/27/2023,7,6,"L79-120",153
"-0615",10/27/2023,8,1,"L0-8",10
"-0615",10/27/2023,8,2,"L8-20",2435
"-0615",10/27/2023,8,3,"L20-30",443
"-0615",10/27/2023,8,4,"L30-50",154
"-0615",10/27/2023,8,5,"L50-79",169
"-0615",10/27/2023,8,6,"L79-120",174
"-0615",10/27/2023,9,1,"L0-8",13
"-0615",10/27/2023,9,2,"L8-20",2021
"-0615",10/27/2023,9,3,"L20-30",420
"-0615",10/27/2023,9,4,"L30-50",146
"-0615",10/27/2023,9,5,"L50-79",210
"-0615",10/27/2023,9,6,"L79-120",192
"-0615",10/27/2023,10,1,"L0-8",20
"-0615",10/27/2023,10,2,"L8-20",1806
"-0615",10/27/2023,10,3,"L20-30",347
"-0615",10/27/2023,10,4,"L30-50",137
"-0615",10/27/2023,10,5,"L50-79",217
"-0615",10/27/2023,10,6,"L79-120",167
"-0615",10/27/2023,11,1,"L0-8",17
"-0615",10/27/2023,11,2,"L8-20",2030
"-0615",10/27/2023,11,3,"L20-30",407
"-0615",10/27/2023,11,4,"L30-50",155
"-0615",10/27/2023,11,5,"L50-79",230
"-0615",10/27/2023,11,6,"L79-120",208
"-0615",10/27/2023,12,1,"L0-8",22
"-0615",10/27/2023,12,2,"L8-20",2198
"-0615",10/27/2023,12,3,"L20-30",392
"-0615",10/27/2023,12,4,"L30-50",181
"-0615",10/27/2023,12,5,"L50-79",222
"-0615",10/27/2023,12,6,"L79-120",175
"-0615",10/27/2023,13,1,"L0-8",27
"-0615",10/27/2023,13,2,"L8-20",2365
"-0615",10/27/2023,13,3,"L20-30",411
"-0615",10/27/2023,13,4,"L30-50",185
"-0615",10/27/2023,13,5,"L50-79",229
"-0615",10/27/2023,13,6,"L79-120",164
"-0615",10/27/2023,14,1,"L0-8",34
"-0615",10/27/2023,14,2,"L8-20",2940
"-0615",10/27/2023,14,3,"L20-30",556
"-0615",10/27/2023,14,4,"L30-50",191
"-0615",10/27/2023,14,5,"L50-79",196
"-0615",10/27/2023,14,6,"L79-120",149
"-0615",10/27/2023,15,1,"L0-8",47
"-0615",10/27/2023,15,2,"L8-20",3489
"-0615",10/27/2023,15,3,"L20-30",588
"-0615",10/27/2023,15,4,"L30-50",173
"-0615",10/27/2023,15,5,"L50-79",206
"-0615",10/27/2023,15,6,"L79-120",121
"-0615",10/27/2023,16,1,"L0-8",67
"-0615",10/27/2023,16,2,"L8-20",4181
"-0615",10/27/2023,16,3,"L20-30",625
"-0615",10/27/2023,16,4,"L30-50",193
"-0615",10/27/2023,16,5,"L50-79",156
"-0615",10/27/2023,16,6,"L79-120",111
"-0615",10/27/2023,17,1,"L0-8",70
"-0615",10/27/2023,17,2,"L8-20",4191
"-0615",10/27/2023,17,3,"L20-30",624
"-0615",10/27/2023,17,4,"L30-50",156
"-0615",10/27/2023,17,5,"L50-79",155
"-0615",10/27/2023,17,6,"L79-120",100
"-0615",10/27/2023,18,1,"L0-8",39
"-0615",10/27/2023,18,2,"L8-20",3286
"-0615",10/27/2023,18,3,"L20-30",472
"-0615",10/27/2023,18,4,"L30-50",133
"-0615",10/27/2023,18,5,"L50-79",109
"-0615",10/27/2023,18,6,"L79-120",62
"-0615",10/27/2023,19,1,"L0-8",31
"-0615",10/27/2023,19,2,"L8-20",2432
"-0615",10/27/2023,19,3,"L20-30",363
"-0615",10/27/2023,19,4,"L30-50",82
"-0615",10/27/2023,19,5,"L50-79",109
"-0615",10/27/2023,19,6,"L79-120",63
"-0615",10/27/2023,20,1,"L0-8",22
"-0615",10/27/2023,20,2,"L8-20",1955
"-0615",10/27/2023,20,3,"L20-30",224
"-0615",10/27/2023,20,4,"L30-50",73
"-0615",10/27/2023,20,5,"L50-79",101
"-0615",10/27/2023,20,6,"L79-120",58
"-0615",10/27/2023,21,1,"L0-8",19
"-0615",10/27/2023,21,2,"L8-20",1614
"-0615",10/27/2023,21,3,"L20-30",197
"-0615",10/27/2023,21,4,"L30-50",51
"-0615",10/27/2023,21,5,"L50-79",93
"-0615",10/27/2023,21,6,"L79-120",55
"-0615",10/27/2023,22,1,"L0-8",10
"-0615",10/27/2023,22,2,"L8-20",1438
"-0615",10/27/2023,22,3,"L20-30",157
"-0615",10/27/2023,22,4,"L30-50",50
"-0615",10/27/2023,22,5,"L50-79",89
"-0615",10/27/2023,22,6,"L79-120",51
"-0615",10/27/2023,23,1,"L0-8",8
"-0615",10/27/2023,23,2,"L8-20",1061
"-0615",10/27/2023,23,3,"L20-30",114
"-0615",10/27/2023,23,4,"L30-50",27
"-0615",10/27/2023,23,5,"L50-79",62
"-0615",10/27/2023,23,6,"L79-120",39
"-0615",10/28/2023,0,1,"L0-8",6
"-0615",10/28/2023,0,2,"L8-20",659
"-0615",10/28/2023,0,3,"L20-30",59
"-0615",10/28/2023,0,4,"L30-50",7
"-0615",10/28/2023,0,5,"L50-79",73
"-0615",10/28/2023,0,6,"L79-120",36
"-0615",10/28/2023,1,1,"L0-8",2
"-0615",10/28/2023,1,2,"L8-20",441
"-0615",10/28/2023,1,3,"L20-30",33
"-0615",10/28/2023,1,4,"L30-50",8
"-0615",10/28/2023,1,5,"L50-79",36
"-0615",10/28/2023,1,6,"L79-120",24
"-0615",10/28/2023,2,1,"L0-8",1
"-0615",10/28/2023,2,2,"L8-20",310
"-0615",10/28/2023,2,3,"L20-30",36
"-0615",10/28/2023,2,4,"L30-50",7
"-0615",10/28/2023,2,5,"L50-79",34
"-0615",10/28/2023,2,6,"L79-120",23
"-0615",10/28/2023,3,1,"L0-8",0
"-0615",10/28/2023,3,2,"L8-20",321
"-0615",10/28/2023,3,3,"L20-30",35
"-0615",10/28/2023,3,4,"L30-50",11
"-0615",10/28/2023,3,5,"L50-79",50
"-0615",10/28/2023,3,6,"L79-120",30
"-0615",10/28/2023,4,1,"L0-8",0
"-0615",10/28/2023,4,2,"L8-20",461
"-0615",10/28/2023,4,3,"L20-30",49
"-0615",10/28/2023,4,4,"L30-50",11
"-0615",10/28/2023,4,5,"L50-79",42
"-0615",10/28/2023,4,6,"L79-120",40
"-0615",10/28/2023,5,1,"L0-8",2
"-0615",10/28/2023,5,2,"L8-20",672
"-0615",10/28/2023,5,3,"L20-30",90
"-0615",10/28/2023,5,4,"L30-50",15
"-0615",10/28/2023,5,5,"L50-79",53
"-0615",10/28/2023,5,6,"L79-120",47
"-0615",10/28/2023,6,1,"L0-8",3
"-0615",10/28/2023,6,2,"L8-20",869
"-0615",10/28/2023,6,3,"L20-30",153
"-0615",10/28/2023,6,4,"L30-50",44
"-0615",10/28/2023,6,5,"L50-79",72
"-0615",10/28/2023,6,6,"L79-120",58
"-0615",10/28/2023,7,1,"L0-8",6
"-0615",10/28/2023,7,2,"L8-20",1167
"-0615",10/28/2023,7,3,"L20-30",160
"-0615",10/28/2023,7,4,"L30-50",64
"-0615",10/28/2023,7,5,"L50-79",75
"-0615",10/28/2023,7,6,"L79-120",76
"-0615",10/28/2023,8,1,"L0-8",6
"-0615",10/28/2023,8,2,"L8-20",1448
"-0615",10/28/2023,8,3,"L20-30",231
"-0615",10/28/2023,8,4,"L30-50",87
"-0615",10/28/2023,8,5,"L50-79",104
"-0615",10/28/2023,8,6,"L79-120",64
"-0615",10/28/2023,9,1,"L0-8",9
"-0615",10/28/2023,9,2,"L8-20",1935
"-0615",10/28/2023,9,3,"L20-30",287
"-0615",10/28/2023,9,4,"L30-50",131
"-0615",10/28/2023,9,5,"L50-79",119
"-0615",10/28/2023,9,6,"L79-120",100
"-0615",10/28/2023,10,1,"L0-8",13
"-0615",10/28/2023,10,2,"L8-20",2350
"-0615",10/28/2023,10,3,"L20-30",366
"-0615",10/28/2023,10,4,"L30-50",120
"-0615",10/28/2023,10,5,"L50-79",137
"-0615",10/28/2023,10,6,"L79-120",108
"-0615",10/28/2023,11,1,"L0-8",24
"-0615",10/28/2023,11,2,"L8-20",2712
"-0615",10/28/2023,11,3,"L20-30",362
"-0615",10/28/2023,11,4,"L30-50",126
"-0615",10/28/2023,11,5,"L50-79",156
"-0615",10/28/2023,11,6,"L79-120",114
"-0615",10/28/2023,12,1,"L0-8",21
"-0615",10/28/2023,12,2,"L8-20",2783
"-0615",10/28/2023,12,3,"L20-30",381
"-0615",10/28/2023,12,4,"L30-50",106
"-0615",10/28/2023,12,5,"L50-79",149
"-0615",10/28/2023,12,6,"L79-120",87
"-0615",10/28/2023,13,1,"L0-8",30
"-0615",10/28/2023,13,2,"L8-20",2825
"-0615",10/28/2023,13,3,"L20-30",363
"-0615",10/28/2023,13,4,"L30-50",114
"-0615",10/28/2023,13,5,"L50-79",157
"-0615",10/28/2023,13,6,"L79-120",105
"-0615",10/28/2023,14,1,"L0-8",22
"-0615",10/28/2023,14,2,"L8-20",2700
"-0615",10/28/2023,14,3,"L20-30",379
"-0615",10/28/2023,14,4,"L30-50",126
"-0615",10/28/2023,14,5,"L50-79",157
"-0615",10/28/2023,14,6,"L79-120",99
"-0615",10/28/2023,15,1,"L0-8",32
"-0615",10/28/2023,15,2,"L8-20",2994
"-0615",10/28/2023,15,3,"L20-30",354
"-0615",10/28/2023,15,4,"L30-50",123
"-0615",10/28/2023,15,5,"L50-79",129
"-0615",10/28/2023,15,6,"L79-120",67
"-0615",10/28/2023,16,1,"L0-8",34
"-0615",10/28/2023,16,2,"L8-20",3179
"-0615",10/28/2023,16,3,"L20-30",373
"-0615",10/28/2023,16,4,"L30-50",107
"-0615",10/28/2023,16,5,"L50-79",133
"-0615",10/28/2023,16,6,"L79-120",63
"-0615",10/28/2023,17,1,"L0-8",28
"-0615",10/28/2023,17,2,"L8-20",3188
"-0615",10/28/2023,17,3,"L20-30",418
"-0615",10/28/2023,17,4,"L30-50",107
"-0615",10/28/2023,17,5,"L50-79",140
"-0615",10/28/2023,17,6,"L79-120",63
"-0615",10/28/2023,18,1,"L0-8",31
"-0615",10/28/2023,18,2,"L8-20",2927
"-0615",10/28/2023,18,3,"L20-30",365
"-0615",10/28/2023,18,4,"L30-50",114
"-0615",10/28/2023,18,5,"L50-79",113
"-0615",10/28/2023,18,6,"L79-120",61
"-0615",10/28/2023,19,1,"L0-8",28
"-0615",10/28/2023,19,2,"L8-20",2482
"-0615",10/28/2023,19,3,"L20-30",314
"-0615",10/28/2023,19,4,"L30-50",91
"-0615",10/28/2023,19,5,"L50-79",117
"-0615",10/28/2023,19,6,"L79-120",63
"-0615",10/28/2023,20,1,"L0-8",17
"-0615",10/28/2023,20,2,"L8-20",2070
"-0615",10/28/2023,20,3,"L20-30",234
"-0615",10/28/2023,20,4,"L30-50",81
"-0615",10/28/2023,20,5,"L50-79",87
"-0615",10/28/2023,20,6,"L79-120",45
"-0615",10/28/2023,21,1,"L0-8",16
"-0615",10/28/2023,21,2,"L8-20",1765
"-0615",10/28/2023,21,3,"L20-30",196
"-0615",10/28/2023,21,4,"L30-50",37
"-0615",10/28/2023,21,5,"L50-79",99
"-0615",10/28/2023,21,6,"L79-120",33
"-0615",10/28/2023,22,1,"L0-8",9
"-0615",10/28/2023,22,2,"L8-20",1436
"-0615",10/28/2023,22,3,"L20-30",127
"-0615",10/28/2023,22,4,"L30-50",29
"-0615",10/28/2023,22,5,"L50-79",69
"-0615",10/28/2023,22,6,"L79-120",35
"-0615",10/28/2023,23,1,"L0-8",6
"-0615",10/28/2023,23,2,"L8-20",1097
"-0615",10/28/2023,23,3,"L20-30",104
"-0615",10/28/2023,23,4,"L30-50",23
"-0615",10/28/2023,23,5,"L50-79",69
"-0615",10/28/2023,23,6,"L79-120",27
"-0615",10/29/2023,0,1,"L0-8",5
"-0615",10/29/2023,0,2,"L8-20",791
"-0615",10/29/2023,0,3,"L20-30",86
"-0615",10/29/2023,0,4,"L30-50",14
"-0615",10/29/2023,0,5,"L50-79",51
"-0615",10/29/2023,0,6,"L79-120",25
"-0615",10/29/2023,1,1,"L0-8",2
"-0615",10/29/2023,1,2,"L8-20",569
"-0615",10/29/2023,1,3,"L20-30",64
"-0615",10/29/2023,1,4,"L30-50",10
"-0615",10/29/2023,1,5,"L50-79",48
"-0615",10/29/2023,1,6,"L79-120",24
"-0615",10/29/2023,2,1,"L0-8",1
"-0615",10/29/2023,2,2,"L8-20",429
"-0615",10/29/2023,2,3,"L20-30",39
"-0615",10/29/2023,2,4,"L30-50",5
"-0615",10/29/2023,2,5,"L50-79",36
"-0615",10/29/2023,2,6,"L79-120",21
"-0615",10/29/2023,3,1,"L0-8",1
"-0615",10/29/2023,3,2,"L8-20",327
"-0615",10/29/2023,3,3,"L20-30",40
"-0615",10/29/2023,3,4,"L30-50",7
"-0615",10/29/2023,3,5,"L50-79",31
"-0615",10/29/2023,3,6,"L79-120",23
"-0615",10/29/2023,4,1,"L0-8",2
"-0615",10/29/2023,4,2,"L8-20",365
"-0615",10/29/2023,4,3,"L20-30",38
"-0615",10/29/2023,4,4,"L30-50",6
"-0615",10/29/2023,4,5,"L50-79",46
"-0615",10/29/2023,4,6,"L79-120",20
"-0615",10/29/2023,5,1,"L0-8",2
"-0615",10/29/2023,5,2,"L8-20",468
"-0615",10/29/2023,5,3,"L20-30",67
"-0615",10/29/2023,5,4,"L30-50",10
"-0615",10/29/2023,5,5,"L50-79",33
"-0615",10/29/2023,5,6,"L79-120",34
"-0615",10/29/2023,6,1,"L0-8",4
"-0615",10/29/2023,6,2,"L8-20",610
"-0615",10/29/2023,6,3,"L20-30",81
"-0615",10/29/2023,6,4,"L30-50",15
"-0615",10/29/2023,6,5,"L50-79",72
"-0615",10/29/2023,6,6,"L79-120",27
"-0615",10/29/2023,7,1,"L0-8",4
"-0615",10/29/2023,7,2,"L8-20",578
"-0615",10/29/2023,7,3,"L20-30",67
"-0615",10/29/2023,7,4,"L30-50",15
"-0615",10/29/2023,7,5,"L50-79",86
"-0615",10/29/2023,7,6,"L79-120",32
"-0615",10/29/2023,8,1,"L0-8",4
"-0615",10/29/2023,8,2,"L8-20",824
"-0615",10/29/2023,8,3,"L20-30",116
"-0615",10/29/2023,8,4,"L30-50",25
"-0615",10/29/2023,8,5,"L50-79",104
"-0615",10/29/2023,8,6,"L79-120",51
"-0615",10/29/2023,9,1,"L0-8",10
"-0615",10/29/2023,9,2,"L8-20",1212
"-0615",10/29/2023,9,3,"L20-30",172
"-0615",10/29/2023,9,4,"L30-50",39
"-0615",10/29/2023,9,5,"L50-79",126
"-0615",10/29/2023,9,6,"L79-120",68
"-0615",10/29/2023,10,1,"L0-8",5
"-0615",10/29/2023,10,2,"L8-20",1573
"-0615",10/29/2023,10,3,"L20-30",224
"-0615",10/29/2023,10,4,"L30-50",50
"-0615",10/29/2023,10,5,"L50-79",150
"-0615",10/29/2023,10,6,"L79-120",59
"-0615",10/29/2023,11,1,"L0-8",7
"-0615",10/29/2023,11,2,"L8-20",1838
"-0615",10/29/2023,11,3,"L20-30",249
"-0615",10/29/2023,11,4,"L30-50",67
"-0615",10/29/2023,11,5,"L50-79",165
"-0615",10/29/2023,11,6,"L79-120",84
"-0615",10/29/2023,12,1,"L0-8",11
"-0615",10/29/2023,12,2,"L8-20",2127
"-0615",10/29/2023,12,3,"L20-30",270
"-0615",10/29/2023,12,4,"L30-50",80
"-0615",10/29/2023,12,5,"L50-79",136
"-0615",10/29/2023,12,6,"L79-120",62
"-0615",10/29/2023,13,1,"L0-8",12
"-0615",10/29/2023,13,2,"L8-20",2244
"-0615",10/29/2023,13,3,"L20-30",284
"-0615",10/29/2023,13,4,"L30-50",89
"-0615",10/29/2023,13,5,"L50-79",142
"-0615",10/29/2023,13,6,"L79-120",52
"-0615",10/29/2023,14,1,"L0-8",14
"-0615",10/29/2023,14,2,"L8-20",2252
"-0615",10/29/2023,14,3,"L20-30",295
"-0615",10/29/2023,14,4,"L30-50",77
"-0615",10/29/2023,14,5,"L50-79",132
"-0615",10/29/2023,14,6,"L79-120",57
"-0615",10/29/2023,15,1,"L0-8",12
"-0615",10/29/2023,15,2,"L8-20",2559
"-0615",10/29/2023,15,3,"L20-30",294
"-0615",10/29/2023,15,4,"L30-50",89
"-0615",10/29/2023,15,5,"L50-79",139
"-0615",10/29/2023,15,6,"L79-120",57
"-0615",10/29/2023,16,1,"L0-8",16
"-0615",10/29/2023,16,2,"L8-20",2548
"-0615",10/29/2023,16,3,"L20-30",322
"-0615",10/29/2023,16,4,"L30-50",76
"-0615",10/29/2023,16,5,"L50-79",144
"-0615",10/29/2023,16,6,"L79-120",50
"-0615",10/29/2023,17,1,"L0-8",27
"-0615",10/29/2023,17,2,"L8-20",2386
"-0615",10/29/2023,17,3,"L20-30",263
"-0615",10/29/2023,17,4,"L30-50",74
"-0615",10/29/2023,17,5,"L50-79",143
"-0615",10/29/2023,17,6,"L79-120",47
"-0615",10/29/2023,18,1,"L0-8",22
"-0615",10/29/2023,18,2,"L8-20",2211
"-0615",10/29/2023,18,3,"L20-30",267
"-0615",10/29/2023,18,4,"L30-50",65
"-0615",10/29/2023,18,5,"L50-79",111
"-0615",10/29/2023,18,6,"L79-120",43
"-0615",10/29/2023,19,1,"L0-8",8
"-0615",10/29/2023,19,2,"L8-20",2030
"-0615",10/29/2023,19,3,"L20-30",214
"-0615",10/29/2023,19,4,"L30-50",44
"-0615",10/29/2023,19,5,"L50-79",84
"-0615",10/29/2023,19,6,"L79-120",48
"-0615",10/29/2023,20,1,"L0-8",11
"-0615",10/29/2023,20,2,"L8-20",1595
"-0615",10/29/2023,20,3,"L20-30",166
"-0615",10/29/2023,20,4,"L30-50",47
"-0615",10/29/2023,20,5,"L50-79",87
"-0615",10/29/2023,20,6,"L79-120",37
"-0615",10/29/2023,21,1,"L0-8",4
"-0615",10/29/2023,21,2,"L8-20",1120
"-0615",10/29/2023,21,3,"L20-30",102
"-0615",10/29/2023,21,4,"L30-50",20
"-0615",10/29/2023,21,5,"L50-79",97
"-0615",10/29/2023,21,6,"L79-120",45
"-0615",10/29/2023,22,1,"L0-8",11
"-0615",10/29/2023,22,2,"L8-20",649
"-0615",10/29/2023,22,3,"L20-30",60
"-0615",10/29/2023,22,4,"L30-50",16
"-0615",10/29/2023,22,5,"L50-79",84
"-0615",10/29/2023,22,6,"L79-120",36
"-0615",10/29/2023,23,1,"L0-8",2
"-0615",10/29/2023,23,2,"L8-20",449
"-0615",10/29/2023,23,3,"L20-30",52
"-0615",10/29/2023,23,4,"L30-50",21
"-0615",10/29/2023,23,5,"L50-79",72
"-0615",10/29/2023,23,6,"L79-120",32
"-0615",10/30/2023,0,1,"L0-8",2
"-0615",10/30/2023,0,2,"L8-20",266
"-0615",10/30/2023,0,3,"L20-30",32
"-0615",10/30/2023,0,4,"L30-50",4
"-0615",10/30/2023,0,5,"L50-79",49
"-0615",10/30/2023,0,6,"L79-120",29
"-0615",10/30/2023,1,1,"L0-8",0
"-0615",10/30/2023,1,2,"L8-20",182
"-0615",10/30/2023,1,3,"L20-30",20
"-0615",10/30/2023,1,4,"L30-50",9
"-0615",10/30/2023,1,5,"L50-79",48
"-0615",10/30/2023,1,6,"L79-120",21
"-0615",10/30/2023,2,1,"L0-8",0
"-0615",10/30/2023,2,2,"L8-20",172
"-0615",10/30/2023,2,3,"L20-30",22
"-0615",10/30/2023,2,4,"L30-50",12
"-0615",10/30/2023,2,5,"L50-79",38
"-0615",10/30/2023,2,6,"L79-120",26
"-0615",10/30/2023,3,1,"L0-8",0
"-0615",10/30/2023,3,2,"L8-20",327
"-0615",10/30/2023,3,3,"L20-30",55
"-0615",10/30/2023,3,4,"L30-50",10
"-0615",10/30/2023,3,5,"L50-79",43
"-0615",10/30/2023,3,6,"L79-120",25
"-0615",10/30/2023,4,1,"L0-8",1
"-0615",10/30/2023,4,2,"L8-20",827
"-0615",10/30/2023,4,3,"L20-30",117
"-0615",10/30/2023,4,4,"L30-50",14
"-0615",10/30/2023,4,5,"L50-79",48
"-0615",10/30/2023,4,6,"L79-120",36
"-0615",10/30/2023,5,1,"L0-8",7
"-0615",10/30/2023,5,2,"L8-20",2002
"-0615",10/30/2023,5,3,"L20-30",340
"-0615",10/30/2023,5,4,"L30-50",35
"-0615",10/30/2023,5,5,"L50-79",69
"-0615",10/30/2023,5,6,"L79-120",56
"-0615",10/30/2023,6,1,"L0-8",10
"-0615",10/30/2023,6,2,"L8-20",3026
"-0615",10/30/2023,6,3,"L20-30",667
"-0615",10/30/2023,6,4,"L30-50",75
"-0615",10/30/2023,6,5,"L50-79",118
"-0615",10/30/2023,6,6,"L79-120",92
"-0615",10/30/2023,7,1,"L0-8",16
"-0615",10/30/2023,7,2,"L8-20",3164
"-0615",10/30/2023,7,3,"L20-30",556
"-0615",10/30/2023,7,4,"L30-50",125
"-0615",10/30/2023,7,5,"L50-79",172
"-0615",10/30/2023,7,6,"L79-120",118
"-0615",10/30/2023,8,1,"L0-8",8
"-0615",10/30/2023,8,2,"L8-20",2542
"-0615",10/30/2023,8,3,"L20-30",465
"-0615",10/30/2023,8,4,"L30-50",129
"-0615",10/30/2023,8,5,"L50-79",197
"-0615",10/30/2023,8,6,"L79-120",140
"-0615",10/30/2023,9,1,"L0-8",10
"-0615",10/30/2023,9,2,"L8-20",1873
"-0615",10/30/2023,9,3,"L20-30",419
"-0615",10/30/2023,9,4,"L30-50",156
"-0615",10/30/2023,9,5,"L50-79",214
"-0615",10/30/2023,9,6,"L79-120",164
"-0615",10/30/2023,10,1,"L0-8",15
"-0615",10/30/2023,10,2,"L8-20",1645
"-0615",10/30/2023,10,3,"L20-30",361
"-0615",10/30/2023,10,4,"L30-50",153
"-0615",10/30/2023,10,5,"L50-79",266
"-0615",10/30/2023,10,6,"L79-120",165
"-0615",10/30/2023,11,1,"L0-8",12
"-0615",10/30/2023,11,2,"L8-20",1564
"-0615",10/30/2023,11,3,"L20-30",341
"-0615",10/30/2023,11,4,"L30-50",135
"-0615",10/30/2023,11,5,"L50-79",252
"-0615",10/30/2023,11,6,"L79-120",165
"-0615",10/30/2023,12,1,"L0-8",18
"-0615",10/30/2023,12,2,"L8-20",1699
"-0615",10/30/2023,12,3,"L20-30",312
"-0615",10/30/2023,12,4,"L30-50",141
"-0615",10/30/2023,12,5,"L50-79",219
"-0615",10/30/2023,12,6,"L79-120",164
"-0615",10/30/2023,13,1,"L0-8",13
"-0615",10/30/2023,13,2,"L8-20",1920
"-0615",10/30/2023,13,3,"L20-30",336
"-0615",10/30/2023,13,4,"L30-50",171
"-0615",10/30/2023,13,5,"L50-79",221
"-0615",10/30/2023,13,6,"L79-120",172
"-0615",10/30/2023,14,1,"L0-8",27
"-0615",10/30/2023,14,2,"L8-20",2175
"-0615",10/30/2023,14,3,"L20-30",433
"-0615",10/30/2023,14,4,"L30-50",155
"-0615",10/30/2023,14,5,"L50-79",258
"-0615",10/30/2023,14,6,"L79-120",143
"-0615",10/30/2023,15,1,"L0-8",35
"-0615",10/30/2023,15,2,"L8-20",2987
"-0615",10/30/2023,15,3,"L20-30",562
"-0615",10/30/2023,15,4,"L30-50",144
"-0615",10/30/2023,15,5,"L50-79",189
"-0615",10/30/2023,15,6,"L79-120",125
"-0615",10/30/2023,16,1,"L0-8",64
"-0615",10/30/2023,16,2,"L8-20",3759
"-0615",10/30/2023,16,3,"L20-30",599
"-0615",10/30/2023,16,4,"L30-50",146
"-0615",10/30/2023,16,5,"L50-79",144
"-0615",10/30/2023,16,6,"L79-120",90
"-0615",10/30/2023,17,1,"L0-8",69
"-0615",10/30/2023,17,2,"L8-20",4102
"-0615",10/30/2023,17,3,"L20-30",654
"-0615",10/30/2023,17,4,"L30-50",141
"-0615",10/30/2023,17,5,"L50-79",142
"-0615",10/30/2023,17,6,"L79-120",87
"-0615",10/30/2023,18,1,"L0-8",49
"-0615",10/30/2023,18,2,"L8-20",2922
"-0615",10/30/2023,18,3,"L20-30",449
"-0615",10/30/2023,18,4,"L30-50",108
"-0615",10/30/2023,18,5,"L50-79",110
"-0615",10/30/2023,18,6,"L79-120",48
"-0615",10/30/2023,19,1,"L0-8",20
"-0615",10/30/2023,19,2,"L8-20",1855
"-0615",10/30/2023,19,3,"L20-30",275
"-0615",10/30/2023,19,4,"L30-50",68
"-0615",10/30/2023,19,5,"L50-79",121
"-0615",10/30/2023,19,6,"L79-120",41
"-0615",10/30/2023,20,1,"L0-8",9
"-0615",10/30/2023,20,2,"L8-20",1283
"-0615",10/30/2023,20,3,"L20-30",158
"-0615",10/30/2023,20,4,"L30-50",41
"-0615",10/30/2023,20,5,"L50-79",79
"-0615",10/30/2023,20,6,"L79-120",39
"-0615",10/30/2023,21,1,"L0-8",3
"-0615",10/30/2023,21,2,"L8-20",975
"-0615",10/30/2023,21,3,"L20-30",115
"-0615",10/30/2023,21,4,"L30-50",23
"-0615",10/30/2023,21,5,"L50-79",76
"-0615",10/30/2023,21,6,"L79-120",42
"-0615",10/30/2023,22,1,"L0-8",6
"-0615",10/30/2023,22,2,"L8-20",694
"-0615",10/30/2023,22,3,"L20-30",72
"-0615",10/30/2023,22,4,"L30-50",20
"-0615",10/30/2023,22,5,"L50-79",57
"-0615",10/30/2023,22,6,"L79-120",35
"-0615",10/30/2023,23,1,"L0-8",3
"-0615",10/30/2023,23,2,"L8-20",367
"-0615",10/30/2023,23,3,"L20-30",24
"-0615",10/30/2023,23,4,"L30-50",12
"-0615",10/30/2023,23,5,"L50-79",57
"-0615",10/30/2023,23,6,"L79-120",40
"-0615",10/31/2023,0,1,"L0-8",4
"-0615",10/31/2023,0,2,"L8-20",254
"-0615",10/31/2023,0,3,"L20-30",29
"-0615",10/31/2023,0,4,"L30-50",6
"-0615",10/31/2023,0,5,"L50-79",40
"-0615",10/31/2023,0,6,"L79-120",27
"-0615",10/31/2023,1,1,"L0-8",0
"-0615",10/31/2023,1,2,"L8-20",176
"-0615",10/31/2023,1,3,"L20-30",23
"-0615",10/31/2023,1,4,"L30-50",8
"-0615",10/31/2023,1,5,"L50-79",40
"-0615",10/31/2023,1,6,"L79-120",36
"-0615",10/31/2023,2,1,"L0-8",1
"-0615",10/31/2023,2,2,"L8-20",174
"-0615",10/31/2023,2,3,"L20-30",29
"-0615",10/31/2023,2,4,"L30-50",7
"-0615",10/31/2023,2,5,"L50-79",43
"-0615",10/31/2023,2,6,"L79-120",29
"-0615",10/31/2023,3,1,"L0-8",2
"-0615",10/31/2023,3,2,"L8-20",379
"-0615",10/31/2023,3,3,"L20-30",30
"-0615",10/31/2023,3,4,"L30-50",12
"-0615",10/31/2023,3,5,"L50-79",42
"-0615",10/31/2023,3,6,"L79-120",43
"-0615",10/31/2023,4,1,"L0-8",2
"-0615",10/31/2023,4,2,"L8-20",831
"-0615",10/31/2023,4,3,"L20-30",103
"-0615",10/31/2023,4,4,"L30-50",16
"-0615",10/31/2023,4,5,"L50-79",61
"-0615",10/31/2023,4,6,"L79-120",43
"-0615",10/31/2023,5,1,"L0-8",3
"-0615",10/31/2023,5,2,"L8-20",2081
"-0615",10/31/2023,5,3,"L20-30",304
"-0615",10/31/2023,5,4,"L30-50",36
"-0615",10/31/2023,5,5,"L50-79",72
"-0615",10/31/2023,5,6,"L79-120",79
"-0615",10/31/2023,6,1,"L0-8",9
"-0615",10/31/2023,6,2,"L8-20",3058
"-0615",10/31/2023,6,3,"L20-30",632
"-0615",10/31/2023,6,4,"L30-50",77
"-0615",10/31/2023,6,5,"L50-79",119
